Gene A ORF	Gene A allele	Gene B ORF	Gene B allele	Correlation
YOR072W-B	yor072w-b	YLR200W	yke2	0.270
YOR072W-B	yor072w-b	YCR065W	hcm1	0.230
YOR072W-B	yor072w-b	YOR349W	cin1	0.343
YOR072W-B	yor072w-b	YER007W	pac2	0.316
YOR072W-B	yor072w-b	YPL241C	cin2	0.274
YOR072W-B	yor072w-b	YER016W	bim1	0.496
YOR072W-B	yor072w-b	YBL034C	stu1-8	0.444
YOR072W-B	yor072w-b	YNL153C	gim3	0.315
YOR072W-B	yor072w-b	YBL034C	stu1-12	0.405
YOR072W-B	yor072w-b	YGR113W	dam1-1	0.545
YOR072W-B	yor072w-b	YLR045C	stu2-12	0.224
YOR072W-B	yor072w-b	YBL034C	stu1-6	0.438
YOR072W-B	yor072w-b	YJL030W	mad2	0.480
YOR072W-B	yor072w-b	YLR045C	stu2-10	0.212
YOR072W-B	yor072w-b	YEL061C	cin8	0.346
YOR072W-B	yor072w-b	YML124C	tub3	0.206
YOR072W-B	yor072w-b	YLR045C	stu2-11	0.214
YOR072W-B	yor072w-b	YGR078C	pac10	0.215
YLR200W	yke2	YDR212W	tcp1-2	0.237
YLR200W	yke2	YCR065W	hcm1	0.275
YLR200W	yke2	YML094W	gim5	0.762
YLR200W	yke2	YFL039C	act1-108	0.205
YLR200W	yke2	YOR349W	cin1	0.347
YLR200W	yke2	YLR045C	stu2-13	0.238
YLR200W	yke2	YER007W	pac2	0.274
YLR200W	yke2	YPL241C	cin2	0.292
YLR200W	yke2	YEL003W	gim4	0.537
YLR200W	yke2	YER016W	bim1	0.323
YLR200W	yke2	YBL034C	stu1-8	0.282
YLR200W	yke2	YNL153C	gim3	0.614
YLR200W	yke2	YBL034C	stu1-12	0.318
YLR200W	yke2	YGR113W	dam1-1	0.277
YLR200W	yke2	YLR045C	stu2-12	0.286
YLR200W	yke2	YBL034C	stu1-6	0.372
YLR200W	yke2	YJL030W	mad2	0.224
YLR200W	yke2	YFL039C	act1-136	0.245
YLR200W	yke2	YLR045C	stu2-10	0.220
YLR200W	yke2	YEL061C	cin8	0.330
YLR200W	yke2	YML124C	tub3	0.332
YLR200W	yke2	YDR212W	tcp1-1	0.201
YLR200W	yke2	YLR045C	stu2-11	0.230
YLR200W	yke2	YER013W	prp22-1	0.206
YLR200W	yke2	YGR078C	pac10	0.636
YDR212W	tcp1-2	YML094W	gim5	0.247
YDR212W	tcp1-2	YFL039C	act1-108	0.316
YDR212W	tcp1-2	YFL039C	act1-3	0.216
YDR212W	tcp1-2	YEL005C	vab2	0.316
YDR212W	tcp1-2	YEL003W	gim4	0.268
YDR212W	tcp1-2	YNL153C	gim3	0.293
YDR212W	tcp1-2	YFL039C	act1-101	0.307
YDR212W	tcp1-2	YDL029W	arp2-14	0.311
YDR212W	tcp1-2	YFL039C	act1-136	0.435
YDR212W	tcp1-2	YFL039C	act1-4	0.332
YDR212W	tcp1-2	YOR281C	plp2-5001	0.269
YDR212W	tcp1-2	YDR212W	tcp1-1	0.561
YDR212W	tcp1-2	YJL008C	cct8-5002	0.386
YDR212W	tcp1-2	YJR064W	cct5-5001	0.484
YDR212W	tcp1-2	YJL179W	pfd1	0.211
YDR212W	tcp1-2	YGR078C	pac10	0.253
YCR065W	hcm1	YOR349W	cin1	0.370
YCR065W	hcm1	YLR045C	stu2-13	0.295
YCR065W	hcm1	YER007W	pac2	0.337
YCR065W	hcm1	YPL241C	cin2	0.341
YCR065W	hcm1	YER016W	bim1	0.421
YCR065W	hcm1	YBL034C	stu1-8	0.377
YCR065W	hcm1	YNL153C	gim3	0.278
YCR065W	hcm1	YBL034C	stu1-12	0.344
YCR065W	hcm1	YGR113W	dam1-1	0.340
YCR065W	hcm1	YLR045C	stu2-12	0.401
YCR065W	hcm1	YBL034C	stu1-6	0.352
YCR065W	hcm1	YJL030W	mad2	0.263
YCR065W	hcm1	YLR045C	stu2-10	0.246
YCR065W	hcm1	YEL061C	cin8	0.375
YCR065W	hcm1	YML124C	tub3	0.249
YCR065W	hcm1	YLR045C	stu2-11	0.304
YCR065W	hcm1	YER013W	prp22-1	0.261
YCR065W	hcm1	YGR078C	pac10	0.228
YML094W	gim5	YFL039C	act1-108	0.304
YML094W	gim5	YOR349W	cin1	0.217
YML094W	gim5	YFL039C	act1-3	0.216
YML094W	gim5	YEL005C	vab2	0.202
YML094W	gim5	YLR045C	stu2-13	0.208
YML094W	gim5	YFL039C	act1-129	0.212
YML094W	gim5	YEL003W	gim4	0.460
YML094W	gim5	YNL153C	gim3	0.569
YML094W	gim5	YFL039C	act1-101	0.216
YML094W	gim5	YBL034C	stu1-6	0.203
YML094W	gim5	YJL030W	mad2	0.205
YML094W	gim5	YFL039C	act1-136	0.281
YML094W	gim5	YFL039C	act1-4	0.243
YML094W	gim5	YML124C	tub3	0.344
YML094W	gim5	YOR281C	plp2-5001	0.217
YML094W	gim5	YDR212W	tcp1-1	0.232
YML094W	gim5	YJL008C	cct8-5002	0.231
YML094W	gim5	YJL179W	pfd1	0.561
YML094W	gim5	YGR078C	pac10	0.575
YFL039C	act1-108	YFL039C	act1-3	0.438
YFL039C	act1-108	YFL039C	act1-129	0.400
YFL039C	act1-108	YEL003W	gim4	0.272
YFL039C	act1-108	YNL153C	gim3	0.250
YFL039C	act1-108	YFL039C	act1-101	0.364
YFL039C	act1-108	YDL029W	arp2-14	0.370
YFL039C	act1-108	YFL039C	act1-136	0.580
YFL039C	act1-108	YFL039C	act1-4	0.395
YFL039C	act1-108	YOR281C	plp2-5001	0.313
YFL039C	act1-108	YDR212W	tcp1-1	0.357
YFL039C	act1-108	YJL008C	cct8-5002	0.373
YFL039C	act1-108	YJR064W	cct5-5001	0.305
YFL039C	act1-108	YJL179W	pfd1	0.252
YFL039C	act1-108	YGR078C	pac10	0.313
YPR016C	tif6-ts4	YEL003W	gim4	0.213
YPR016C	tif6-ts4	YPR016C	tif6-ts1	0.415
YPR016C	tif6-ts4	YJL179W	pfd1	0.250
YPR016C	tif6-ts4	YGR078C	pac10	0.206
YOR160W	mtr10-5016-supp1	YGR078C	pac10	0.219
YOR349W	cin1	YEL005C	vab2	0.340
YOR349W	cin1	YLR045C	stu2-13	0.342
YOR349W	cin1	YER007W	pac2	0.574
YOR349W	cin1	YPL241C	cin2	0.620
YOR349W	cin1	YEL003W	gim4	0.381
YOR349W	cin1	YER016W	bim1	0.454
YOR349W	cin1	YBL034C	stu1-8	0.415
YOR349W	cin1	YNL153C	gim3	0.468
YOR349W	cin1	YBL034C	stu1-12	0.473
YOR349W	cin1	YGR113W	dam1-1	0.413
YOR349W	cin1	YLR045C	stu2-12	0.405
YOR349W	cin1	YBL034C	stu1-6	0.441
YOR349W	cin1	YJL030W	mad2	0.276
YOR349W	cin1	YLR045C	stu2-10	0.304
YOR349W	cin1	YEL061C	cin8	0.474
YOR349W	cin1	YML124C	tub3	0.405
YOR349W	cin1	YJL008C	cct8-5002	0.203
YOR349W	cin1	YLR045C	stu2-11	0.383
YOR349W	cin1	YJR064W	cct5-5001	0.203
YOR349W	cin1	YJL179W	pfd1	0.260
YOR349W	cin1	YER013W	prp22-1	0.318
YOR349W	cin1	YGR078C	pac10	0.375
YFL039C	act1-3	YEL005C	vab2	0.206
YFL039C	act1-3	YFL039C	act1-129	0.367
YFL039C	act1-3	YEL003W	gim4	0.272
YFL039C	act1-3	YNL153C	gim3	0.212
YFL039C	act1-3	YFL039C	act1-101	0.371
YFL039C	act1-3	YDL029W	arp2-14	0.290
YFL039C	act1-3	YFL039C	act1-136	0.444
YFL039C	act1-3	YFL039C	act1-4	0.407
YFL039C	act1-3	YOR281C	plp2-5001	0.220
YFL039C	act1-3	YDR212W	tcp1-1	0.273
YFL039C	act1-3	YJL008C	cct8-5002	0.324
YFL039C	act1-3	YJL179W	pfd1	0.211
YFL039C	act1-3	YGR078C	pac10	0.267
YEL005C	vab2	YER007W	pac2	0.255
YEL005C	vab2	YPL241C	cin2	0.283
YEL005C	vab2	YEL003W	gim4	0.415
YEL005C	vab2	YNL153C	gim3	0.328
YEL005C	vab2	YFL039C	act1-101	0.282
YEL005C	vab2	YDL029W	arp2-14	0.475
YEL005C	vab2	YFL039C	act1-136	0.255
YEL005C	vab2	YFL039C	act1-4	0.295
YEL005C	vab2	YOR281C	plp2-5001	0.352
YEL005C	vab2	YDR212W	tcp1-1	0.353
YEL005C	vab2	YJL008C	cct8-5002	0.388
YEL005C	vab2	YJR064W	cct5-5001	0.450
YEL005C	vab2	YGR078C	pac10	0.353
YLR045C	stu2-13	YER007W	pac2	0.262
YLR045C	stu2-13	YPL241C	cin2	0.319
YLR045C	stu2-13	YER016W	bim1	0.386
YLR045C	stu2-13	YBL034C	stu1-8	0.414
YLR045C	stu2-13	YNL153C	gim3	0.297
YLR045C	stu2-13	YBL034C	stu1-12	0.455
YLR045C	stu2-13	YGR113W	dam1-1	0.226
YLR045C	stu2-13	YLR045C	stu2-12	0.584
YLR045C	stu2-13	YBL034C	stu1-6	0.413
YLR045C	stu2-13	YJL030W	mad2	0.250
YLR045C	stu2-13	YLR045C	stu2-10	0.520
YLR045C	stu2-13	YEL061C	cin8	0.420
YLR045C	stu2-13	YML124C	tub3	0.236
YLR045C	stu2-13	YLR045C	stu2-11	0.522
YLR045C	stu2-13	YER013W	prp22-1	0.201
YLR045C	stu2-13	YGR078C	pac10	0.267
YER007W	pac2	YPL241C	cin2	0.520
YER007W	pac2	YEL003W	gim4	0.280
YER007W	pac2	YER016W	bim1	0.384
YER007W	pac2	YBL034C	stu1-8	0.373
YER007W	pac2	YNL153C	gim3	0.382
YER007W	pac2	YBL034C	stu1-12	0.393
YER007W	pac2	YGR113W	dam1-1	0.302
YER007W	pac2	YLR045C	stu2-12	0.306
YER007W	pac2	YBL034C	stu1-6	0.344
YER007W	pac2	YLR045C	stu2-10	0.224
YER007W	pac2	YEL061C	cin8	0.422
YER007W	pac2	YML124C	tub3	0.307
YER007W	pac2	YLR045C	stu2-11	0.254
YER007W	pac2	YER013W	prp22-1	0.307
YER007W	pac2	YGR078C	pac10	0.259
YFL039C	act1-129	YDL029W	arp2-14	0.206
YFL039C	act1-129	YFL039C	act1-136	0.398
YFL039C	act1-129	YFL039C	act1-4	0.220
YFL039C	act1-129	YJL008C	cct8-5002	0.219
YFL039C	act1-129	YGR078C	pac10	0.211
YPL241C	cin2	YEL003W	gim4	0.335
YPL241C	cin2	YER016W	bim1	0.443
YPL241C	cin2	YBL034C	stu1-8	0.412
YPL241C	cin2	YNL153C	gim3	0.405
YPL241C	cin2	YBL034C	stu1-12	0.489
YPL241C	cin2	YGR113W	dam1-1	0.359
YPL241C	cin2	YLR045C	stu2-12	0.374
YPL241C	cin2	YBL034C	stu1-6	0.428
YPL241C	cin2	YJL030W	mad2	0.280
YPL241C	cin2	YLR045C	stu2-10	0.242
YPL241C	cin2	YEL061C	cin8	0.448
YPL241C	cin2	YML124C	tub3	0.424
YPL241C	cin2	YJL008C	cct8-5002	0.208
YPL241C	cin2	YLR045C	stu2-11	0.360
YPL241C	cin2	YJL179W	pfd1	0.215
YPL241C	cin2	YER013W	prp22-1	0.301
YPL241C	cin2	YGR078C	pac10	0.335
YEL003W	gim4	YNL153C	gim3	0.622
YEL003W	gim4	YDL029W	arp2-14	0.272
YEL003W	gim4	YBR109C	cmd1-1	0.217
YEL003W	gim4	YFL039C	act1-136	0.302
YEL003W	gim4	YFL039C	act1-4	0.249
YEL003W	gim4	YML124C	tub3	0.313
YEL003W	gim4	YOR281C	plp2-5001	0.272
YEL003W	gim4	YDR212W	tcp1-1	0.287
YEL003W	gim4	YJL008C	cct8-5002	0.350
YEL003W	gim4	YPR016C	tif6-ts1	0.231
YEL003W	gim4	YJR064W	cct5-5001	0.241
YEL003W	gim4	YJL179W	pfd1	0.490
YEL003W	gim4	YER013W	prp22-1	0.215
YEL003W	gim4	YGR078C	pac10	0.577
YER016W	bim1	YBL034C	stu1-8	0.577
YER016W	bim1	YNL153C	gim3	0.389
YER016W	bim1	YBL034C	stu1-12	0.549
YER016W	bim1	YGR113W	dam1-1	0.584
YER016W	bim1	YLR045C	stu2-12	0.534
YER016W	bim1	YBL034C	stu1-6	0.620
YER016W	bim1	YJL030W	mad2	0.422
YER016W	bim1	YLR045C	stu2-10	0.403
YER016W	bim1	YEL061C	cin8	0.592
YER016W	bim1	YML124C	tub3	0.268
YER016W	bim1	YLR045C	stu2-11	0.367
YER016W	bim1	YER013W	prp22-1	0.214
YER016W	bim1	YGR078C	pac10	0.263
YBL034C	stu1-8	YNL153C	gim3	0.361
YBL034C	stu1-8	YBL034C	stu1-12	0.602
YBL034C	stu1-8	YGR113W	dam1-1	0.405
YBL034C	stu1-8	YLR045C	stu2-12	0.481
YBL034C	stu1-8	YBL034C	stu1-6	0.653
YBL034C	stu1-8	YJL030W	mad2	0.347
YBL034C	stu1-8	YLR045C	stu2-10	0.463
YBL034C	stu1-8	YEL061C	cin8	0.504
YBL034C	stu1-8	YML124C	tub3	0.279
YBL034C	stu1-8	YLR045C	stu2-11	0.443
YBL034C	stu1-8	YGR078C	pac10	0.292
YNL153C	gim3	YBL034C	stu1-12	0.341
YNL153C	gim3	YFL039C	act1-101	0.234
YNL153C	gim3	YGR113W	dam1-1	0.312
YNL153C	gim3	YDL029W	arp2-14	0.203
YNL153C	gim3	YLR045C	stu2-12	0.318
YNL153C	gim3	YBL034C	stu1-6	0.393
YNL153C	gim3	YJL030W	mad2	0.258
YNL153C	gim3	YFL039C	act1-136	0.252
YNL153C	gim3	YLR045C	stu2-10	0.325
YNL153C	gim3	YFL039C	act1-4	0.330
YNL153C	gim3	YEL061C	cin8	0.406
YNL153C	gim3	YML124C	tub3	0.398
YNL153C	gim3	YOR281C	plp2-5001	0.283
YNL153C	gim3	YDR212W	tcp1-1	0.289
YNL153C	gim3	YJL008C	cct8-5002	0.327
YNL153C	gim3	YLR045C	stu2-11	0.264
YNL153C	gim3	YJR064W	cct5-5001	0.291
YNL153C	gim3	YJL179W	pfd1	0.480
YNL153C	gim3	YER013W	prp22-1	0.315
YNL153C	gim3	YGR078C	pac10	0.698
YBL034C	stu1-12	YGR113W	dam1-1	0.401
YBL034C	stu1-12	YLR045C	stu2-12	0.548
YBL034C	stu1-12	YBL034C	stu1-6	0.609
YBL034C	stu1-12	YJL030W	mad2	0.409
YBL034C	stu1-12	YLR045C	stu2-10	0.389
YBL034C	stu1-12	YEL061C	cin8	0.554
YBL034C	stu1-12	YML124C	tub3	0.400
YBL034C	stu1-12	YLR045C	stu2-11	0.443
YBL034C	stu1-12	YER013W	prp22-1	0.200
YBL034C	stu1-12	YGR078C	pac10	0.247
YFL039C	act1-101	YDL029W	arp2-14	0.347
YFL039C	act1-101	YFL039C	act1-136	0.407
YFL039C	act1-101	YFL039C	act1-4	0.552
YFL039C	act1-101	YOR281C	plp2-5001	0.213
YFL039C	act1-101	YDR212W	tcp1-1	0.329
YFL039C	act1-101	YJL008C	cct8-5002	0.332
YFL039C	act1-101	YJR064W	cct5-5001	0.344
YFL039C	act1-101	YGR078C	pac10	0.224
YGR113W	dam1-1	YLR045C	stu2-12	0.319
YGR113W	dam1-1	YBL034C	stu1-6	0.477
YGR113W	dam1-1	YJL030W	mad2	0.548
YGR113W	dam1-1	YLR045C	stu2-10	0.324
YGR113W	dam1-1	YEL061C	cin8	0.442
YGR113W	dam1-1	YML124C	tub3	0.376
YGR113W	dam1-1	YLR045C	stu2-11	0.273
YGR113W	dam1-1	YGR078C	pac10	0.203
YDL029W	arp2-14	YFL039C	act1-136	0.329
YDL029W	arp2-14	YFL039C	act1-4	0.275
YDL029W	arp2-14	YOR281C	plp2-5001	0.348
YDL029W	arp2-14	YDR212W	tcp1-1	0.442
YDL029W	arp2-14	YJL008C	cct8-5002	0.333
YDL029W	arp2-14	YJR064W	cct5-5001	0.365
YDL029W	arp2-14	YGR078C	pac10	0.276
YLR045C	stu2-12	YBL034C	stu1-6	0.511
YLR045C	stu2-12	YJL030W	mad2	0.323
YLR045C	stu2-12	YLR045C	stu2-10	0.557
YLR045C	stu2-12	YEL061C	cin8	0.493
YLR045C	stu2-12	YML124C	tub3	0.312
YLR045C	stu2-12	YLR045C	stu2-11	0.593
YLR045C	stu2-12	YGR078C	pac10	0.274
YBL034C	stu1-6	YJL030W	mad2	0.415
YBL034C	stu1-6	YLR045C	stu2-10	0.446
YBL034C	stu1-6	YEL061C	cin8	0.527
YBL034C	stu1-6	YML124C	tub3	0.314
YBL034C	stu1-6	YLR045C	stu2-11	0.471
YBL034C	stu1-6	YER013W	prp22-1	0.220
YBL034C	stu1-6	YGR078C	pac10	0.340
YJL030W	mad2	YLR045C	stu2-10	0.228
YJL030W	mad2	YML124C	tub3	0.293
YJL030W	mad2	YLR045C	stu2-11	0.283
YJL030W	mad2	YGR078C	pac10	0.225
YBR109C	cmd1-1	YGR078C	pac10	0.216
YFL039C	act1-136	YFL039C	act1-4	0.469
YFL039C	act1-136	YOR281C	plp2-5001	0.310
YFL039C	act1-136	YDR212W	tcp1-1	0.413
YFL039C	act1-136	YJL008C	cct8-5002	0.410
YFL039C	act1-136	YJR064W	cct5-5001	0.416
YFL039C	act1-136	YGR078C	pac10	0.288
YLR045C	stu2-10	YEL061C	cin8	0.352
YLR045C	stu2-10	YLR045C	stu2-11	0.521
YLR045C	stu2-10	YGR078C	pac10	0.263
YFL039C	act1-4	YOR281C	plp2-5001	0.249
YFL039C	act1-4	YDR212W	tcp1-1	0.349
YFL039C	act1-4	YJL008C	cct8-5002	0.327
YFL039C	act1-4	YJR064W	cct5-5001	0.353
YFL039C	act1-4	YGR078C	pac10	0.292
YEL061C	cin8	YML124C	tub3	0.297
YEL061C	cin8	YLR045C	stu2-11	0.371
YEL061C	cin8	YER013W	prp22-1	0.264
YEL061C	cin8	YGR078C	pac10	0.284
YML124C	tub3	YLR045C	stu2-11	0.271
YML124C	tub3	YER013W	prp22-1	0.274
YML124C	tub3	YGR078C	pac10	0.302
YOR281C	plp2-5001	YDR212W	tcp1-1	0.317
YOR281C	plp2-5001	YJL008C	cct8-5002	0.331
YOR281C	plp2-5001	YPR016C	tif6-ts1	0.215
YOR281C	plp2-5001	YJR064W	cct5-5001	0.284
YOR281C	plp2-5001	YJL179W	pfd1	0.340
YOR281C	plp2-5001	YGR078C	pac10	0.332
YDR212W	tcp1-1	YJL008C	cct8-5002	0.428
YDR212W	tcp1-1	YJR064W	cct5-5001	0.516
YDR212W	tcp1-1	YJL179W	pfd1	0.227
YDR212W	tcp1-1	YGR078C	pac10	0.301
YJL008C	cct8-5002	YJR064W	cct5-5001	0.420
YJL008C	cct8-5002	YJL179W	pfd1	0.219
YJL008C	cct8-5002	YGR078C	pac10	0.329
YPR016C	tif6-ts1	YJL179W	pfd1	0.254
YPR016C	tif6-ts1	YGR078C	pac10	0.275
YLR045C	stu2-11	YER013W	prp22-1	0.208
YLR045C	stu2-11	YGR078C	pac10	0.214
YJR064W	cct5-5001	YGR078C	pac10	0.225
YJL179W	pfd1	YGR078C	pac10	0.509
YER013W	prp22-1	YGR078C	pac10	0.221
act1-101	Cell polarity & morphogenesis
act1-108	Cell polarity & morphogenesis
act1-129	Cell polarity & morphogenesis
act1-136	Cell polarity & morphogenesis
act1-3	Cell polarity & morphogenesis
act1-4	Cell polarity & morphogenesis
arp2-14	Cell polarity & morphogenesis
bim1	Mitosis & chromosome segregation
cct5-5001	Cell polarity & morphogenesis
cct8-5002	Chaperone-dependent protein folding
cin1	Mitosis & chromosome segregation
cin2	Mitosis & chromosome segregation
cin8	Mitosis & chromosome segregation
dam1-1	Mitosis & chromosome segregation
gim4	Chaperone-dependent protein folding
gim5	Chaperone-dependent protein folding
hcm1	Mitosis & chromosome segregation
mad2	DNA replication & repair
pac2	Mitosis & chromosome segregation
pfd1	Chaperone-dependent protein folding
plp2-5001	Chaperone-dependent protein folding
stu1-12	DNA replication & repair
stu1-6	DNA replication & repair
stu1-8	Mitosis & chromosome segregation
stu2-10	Mitosis & chromosome segregation
stu2-11	Mitosis & chromosome segregation
stu2-12	DNA replication & repair
stu2-13	Mitosis & chromosome segregation
tcp1-1	Cell polarity & morphogenesis
tcp1-2	Chaperone-dependent protein folding
tif6-ts1	rRNA & ncRNA processing
tif6-ts4	Ribosome biogenesis
tub3	Mitosis & chromosome segregation
vab2	Cell polarity & morphogenesis
yor072w-b	DNA replication & repair
